8600,A,MEAN WELL,,47,
8601,P,UNIT,,120,
8602,T,UNIT,,120,
8603,S,UNIT,6935750533130,30,
8604,I,,8595563710807,1339,
8605,I,UNIT,,1339,
8606,T,NINIGI,,0,
8607,T,NINIGI,,0,
8608,T,NINIGI,,0,
8609,F,AG TERMOPASTY,,0,
8610,F,AG TERMOPASTY,,65,
8611,M,NINIGI,,1315,
8612,K,UNIT,,120,
8613,A,,,46,
8614,S,UNIT,,120,
8615,S,UNIT,,120,
8616,V,ZhongDI,,1306,
8617,S,UNIT,,120,
8618,S,UNIT,,120,
8619,S,UNIT,,120,
8620,C,ZhongDI,,1306,
8621,M,UNIT,,120,
8622,T,ZhongDI,,1520,
8623,V,ZhongDI,,1306,
8624,V,ZhongDI,,1306,
8625,S,UNIT,,120,
8626,S,ZhongDI,,1306,
8627,P,UNIT,,120,
8628,P,UNIT,,120,
8629,K,UNIT,,120,
8630,T,ZhongDI,,1332,
8631,P,ZhongDI,,1520,
8632,A,ZhongDI,8595563705360,101,
8633,T,INFINEON (IRF),,0,
8634,A,KONTAKT CHEMIE,,0,
8635,D,MICROCHIP TECHNOLOGY,,0,
8636,M,MICROCHIP TECHNOLOGY,,0,
8637,R,OMRON,,1316,
8638,C,,,0,
8639,C,,,0,
8640,D,,,0,
8641,M,OMRON,,0,
8642,M,OMRON,,0,
8643,I,,,0,
8644,R,,,0,
8645,T,,,0,
8646,"",NINIGI,,0,
8647,"",NINIGI,,0,
8648,R,VISHAY,,0,
8649,R,VISHAY,,0,
8650,R,VISHAY,,0,
8651,R,VISHAY,,0,
8652,R,VISHAY,,0,
8653,R,YAGEO,,0,
8654,R,VISHAY,,0,
8655,R,VISHAY,,0,
8656,R,YAGEO,,0,
8657,C,KEMET,,0,
8658,C,SR PASSIVES,,0,
8659,D,DIOTEC SEMICONDUCTOR,,0,
8660,D,VISHAY,,0,
8661,T,VISHAY,,0,
8662,L,,,0,
8663,L,,,0,
8664,D,ST MICROELECTRONICS,,0,
8665,D,VISHAY,,0,
8666,D,,,0,
8667,C,AVX,,0,
8668,C,,,0,
8669,C,AVX,,0,
8670,R,SR PASSIVES,,0,
8671,D,DIOTEC SEMICONDUCTOR,,0,
8672,C,,,0,
8673,S,TEXAS INSTRUMENTS,,0,
8674,S,ST MICROELECTRONICS,,0,
8675,S,,,0,
8676,T,INFINEON (IRF),,0,
8677,R,ROYAL OHM,,0,
8678,D,,,0,
8679,L,KINGBRIGHT ELECTRONIC,,118,
8680,L,OPTOSUPPLY,,118,
8681,T,INFINEON TECHNOLOGIES,,0,
8682,C,SAMWHA,,0,
8683,C,SAMWHA,,0,
8684,R,VIKING,,0,
8685,R,VIKING,,0,
8686,V,EPCOS,,0,
8687,M,OMRON,,0,
8688,"",KRAFTBERG,,0,
8689,P,BOSSARD,,0,
8690,M,OMRON,,0,
8691,M,OMRON,,0,
8692,M,OMRON,,0,
8693,L,PROLIGHT OPTO,,0,
8694,L,ZhongDI,,101,
8695,S,UNIT,,120,
8696,S,UNIT,,120,
8697,S,UNIT,,120,
8698,B,,,1342,
8699,S,VOLT,,1339,
8700,C,,,0,
8701,C,,,0,
8702,C,,,0,
8703,C,,,0,
8704,V,SORNY ROONG INDUSTRIAL,,0,
8705,V,SORNY ROONG INDUSTRIAL,,0,
8706,V,SORNY ROONG INDUSTRIAL,,0,
8707,S,Geti,8595563707968,30,
8708,L,Geti,8595563717387,30,
8709,S,Geti,8595563717370,30,
8710,L,UNIT,,42,
8711,L,,,1529,
8712,L,,,1529,
8713,L,,,1529,
8714,L,UNIT,,1529,
8715,L,,,1529,
8716,S,ZhongDI,8595563718131,114,
8717,s,ZhongDI,8595563718124,115,
8718,C,,,0,
8719,A,,4895182224285,18,
8720,V,WELLER,,1306,
8721,M,NINIGI,,121,
8722,S,OEM,,121,
8723,C,CONNFLY,,121,
8724,C,KRADEX,,0,
8725,C,KRADEX,,0,
8726,C,KRADEX,,0,
8727,C,KRADEX,,0,
8728,C,COMBIPLAST,,0,
8729,S,,,63,
8730,S,,,63,
8731,S,,,63,
8732,S,,,63,
8733,S,,,63,
8734,S,ZhongDI,8595563718117,17,
8735,P,ZhongDI,,1306,
8736,H,UNIT,,120,
8737,H,UNIT,,120,
8738,K,UNIT,,120,
8739,S,ZhongDI,,1306,
8740,B,UNIT,,1340,
8741,B,UNIT,,1340,
8742,L,UNIT,,1340,
8743,S,NINIGI,,0,
8744,"",NINIGI,,0,
8745,C,,,0,
8746,A,,,0,
8747,A,,,0,
8748,A,,,0,
8749,A,,,0,
8750,I,4CARMEDIA,,1333,
8751,L,UNIT,,120,
8752,S,UNIT,6935750533154,30,
8753,T,,,1309,
8754,M,NINIGI,,0,
8755,M,,,9,
8756,S,OMRON,,58,
8757,P,SOLDER PEAK,,1342,
8758,v,SOLDER PEAK,,1342,
8759,C,SOLDER PEAK,,1342,
8760,A,SOLDER PEAK,,1342,
8761,C,,,0,
8762,A,NXP,,71,
8763,C,NXP,,0,
8764,A,MEAN WELL,,47,
8765,T,ZhongDI,,1306,
8766,T,ZhongDI,,1306,
8767,L,Optoelectronic,,110,
8768,L,Optoelectronic,,112,
8769,M,UNIT,,1340,
8770,C,,,1343,
8771,B,,,1340,
8772,B,,,1343,
8773,R,ZhongDI,,1306,
8774,S,ZhongDI,,1306,
8775,C,UNIT,,120,
8776,S,,,1344,
8777,R,UNIT,,1309,
8778,L,UNIT,,1340,
8779,L,UNIT,,1340,
8780,L,UNIT,,1340,
8781,L,UNIT,,1340,
8782,L,UNIT,,1340,
8783,L,UNIT,,1340,
8784,L,UNIT,,1340,
8785,L,UNIT,,1340,
8786,L,UNIT,,1340,
8787,L,UNIT,,1340,
8788,L,UNIT,,1340,
8789,L,UNIT,,1340,
8790,L,UNIT,,1340,
8791,L,UNIT,,1340,
8792,L,UNIT,,1340,
8793,L,UNIT,,1340,
8794,L,UNIT,,1340,
8795,L,UNIT,,1340,
8796,L,UNIT,,1340,
8797,L,UNIT,,1340,
8798,L,UNIT,,1340,
8799,L,UNIT,,1340,
8800,L,UNIT,,1340,
8801,L,UNIT,,1340,
8802,L,UNIT,,1340,
8803,L,UNIT,,1340,
8804,L,UNIT,,1340,
8805,L,UNIT,,1340,
8806,L,UNIT,,1340,
8807,L,UNIT,,1340,
8808,L,UNIT,,1340,
8809,L,UNIT,,1340,
8810,L,UNIT,,1340,
8811,L,UNIT,,1340,
8812,L,UNIT,,1340,
8813,L,UNIT,,1340,
8814,L,UNIT,,1340,
8815,L,UNIT,,1340,
8816,L,UNIT,,1340,
8817,L,UNIT,,1340,
8818,L,UNIT,,1340,
8819,L,UNIT,,1340,
8820,L,UNIT,,1340,
8821,L,UNIT,,1340,
8822,L,UNIT,,1340,
8823,L,UNIT,,1340,
8824,L,UNIT,,1340,
8825,L,UNIT,,1340,
8826,L,UNIT,,1340,
8827,L,UNIT,,1340,
8828,C,UNIT,,1340,
8829,C,UNIT,,1340,
8830,C,UNIT,,1340,
8831,C,UNIT,,1340,
8832,C,UNIT,,1340,
8833,L,UNIT,,1340,
8834,C,UNIT,,1340,
8835,C,UNIT,,1340,
8836,L,UNIT,,1340,
8837,L,UNIT,,1340,
8838,L,UNIT,,1340,
8839,S,,,1344,
8840,S,UNIT,,1344,
8841,S,UNIT,,1344,
8842,S,UNIT,,1345,
8843,S,UNIT,,1345,
8844,S,UNIT,,1345,
8845,S,UNIT,,1345,
8846,S,UNIT,,1345,
8847,S,UNIT,,1345,
8848,S,UNIT,,1345,
8849,S,UNIT,,1345,
8850,S,UNIT,,1345,
8851,L,UNIT,,1345,
8852,L,UNIT,,1345,
8853,L,UNIT,,1345,
8854,L,UNIT,,1345,
8855,L,UNIT,,1345,
8856,L,UNIT,,1345,
8857,L,UNIT,,1345,
8858,L,UNIT,,1345,
8859,L,UNIT,,1345,
8860,L,UNIT,,1345,
8861,S,UNIT,,1345,
8862,S,UNIT,,1345,
8863,S,UNIT,,1345,
8864,S,UNIT,,1345,
8865,S,UNIT,,1345,
8866,S,UNIT,,1345,
8867,S,UNIT,,1345,
8868,S,UNIT,,1345,
8869,S,UNIT,,1345,
8870,S,UNIT,,1345,
8871,S,UNIT,,1345,
8872,S,UNIT,,1345,
8873,S,UNIT,,1345,
8874,S,UNIT,,1345,
8875,S,UNIT,,1345,
8876,S,UNIT,,1345,
8877,S,UNIT,,1345,
8878,S,UNIT,,1345,
8879,S,UNIT,,1345,
8880,S,UNIT,,1345,
8881,F,UNIT,,1346,
8882,F,UNIT,,1346,
8883,F,UNIT,,1346,
8884,F,UNIT,,1346,
8885,M,UNIT,,1346,
8886,A,UNIT,,1346,
8887,R,UNIT,,1309,
8888,R,UNIT,,1309,
8889,G,BREVETTI,,1328,
8890,A,4CARMEDIA,,1333,
8891,A,4CARMEDIA,,1333,
8892,A,4CARMEDIA,,1333,
8893,L,ZhongDI,,112,
8894,L,UNIT,,1340,
8895,D,DIOTEC SEMICONDUCTOR,,71,
8896,C,KRADEX,,51,
8897,C,KRADEX,,51,
8898,D,ST MICROELECTRONICS,,0,
8899,S,Hutermann,,1347,
8900,S,,,1347,
8901,K,Hutermann,,1347,
8902,K,,,1347,
8903,K,,,1347,
8904,S,,,1347,
8905,K,Hutermann,,1347,
8906,M,,,1349,
8907,M,,,1349,
8908,3,Optoelectronic,8595563707913,112,
8909,D,,,1541,
8910,D,,,1541,
8911,D,,,1541,
8912,D,,,1541,
8913,D,,,1541,
8914,D,,,1541,
8915,D,,,1541,
8916,D,,,1541,
8917,D,,,1541,
8918,D,,,1541,
8919,D,,,1541,
8920,D,,,1541,
8921,D,,,1541,
8922,D,,,1541,
8923,D,,,1541,
8924,D,,,1541,
8925,D,,,1541,
8926,D,,,1541,
8927,D,,,1541,
8928,D,,,1541,
8929,D,,,1541,
8930,D,,,1541,
8931,D,,,1541,
8932,D,,,1541,
8933,C,,,1541,
8934,C,,,1541,
8935,C,,,1541,
8936,C,,,1541,
8937,C,,,1541,
8938,C,,,1541,
8939,C,,,1541,
8940,C,,,1541,
8941,C,,,1541,
8942,C,,,1541,
8943,C,,,1541,
8944,C,,,1541,
8945,C,,,1541,
8946,C,,,1541,
8947,C,,,1541,
8948,C,,,1541,
8949,C,,,1541,
8950,C,,,1541,
8951,C,,,1541,
8952,C,,,1541,
8953,C,,,1541,
8954,S,,,1541,
8955,S,,,1541,
8956,S,,,1541,
8957,S,,,1541,
8958,S,,,1541,
8959,S,,,1541,
8960,S,,,1541,
8961,C,,,1541,
8962,C,,,1541,
8963,C,,,1541,
8964,C,,,1541,
8965,C,,,1541,
8966,C,,,1541,
8967,C,,,1541,
8968,C,,,1541,
8969,C,,,1541,
8970,C,,,1541,
8971,C,,,1541,
8972,C,,,1541,
8973,C,,,1541,
8974,C,,,1541,
8975,C,,,1541,
8976,C,,,1541,
8977,C,,,1541,
8978,C,,,1541,
8979,C,,,1541,
8980,S,,,1541,
8981,S,,,1541,
8982,S,,,1541,
8983,S,,,1541,
8984,S,,,1541,
8985,S,,,1541,
8986,S,,,1541,
8987,S,,,1541,
8988,S,,,1541,
8989,S,,,1541,
8990,S,,,1541,
8991,S,,,1541,
8992,S,,,1541,
8993,S,,,1541,
8994,S,,,1541,
8995,S,,,1541,
8996,S,,,1541,
8997,S,,,1541,
8998,D,,,1541,
8999,D,,,1541,
9000,S,,,1541,
9001,S,,,1541,
9002,S,,,1541,
9003,S,,,1541,
9004,S,,,1541,
9005,S,,,1541,
9006,S,,,1541,
9007,S,,,1541,
9008,S,,,1541,
9009,S,,,1541,
9010,S,,,1541,
9011,S,,,1541,
9012,S,,,1541,
9013,S,,,1541,
9014,S,,,1541,
9015,S,,,1541,
9016,S,,,1541,
9017,S,,,1541,
9018,S,,,1541,
9019,S,,,1541,
9020,S,,,1541,
9021,S,,,1541,
9022,S,,,1541,
9023,S,,,1541,
9024,S,,,1541,
9025,S,,,1541,
9026,S,,,1541,
9027,S,,,1541,
9028,S,,,1541,
9029,S,,,1541,
9030,S,,,1541,
9031,S,,,1541,
9032,S,,,1541,
9033,S,,,1541,
9034,S,,,1541,
9035,S,,,1541,
9036,S,,,1541,
9037,S,,,1541,
9038,S,,,1541,
9039,S,,,1541,
9040,S,,,1541,
9041,S,,,1541,
9042,S,,,1541,
9043,S,,,1541,
9044,D,,,1541,
9045,D,,,1541,
9046,D,,,1541,
9047,D,,,1541,
9048,D,,,1541,
9049,D,,,1541,
9050,D,,,1541,
9051,D,,,1541,
9052,D,,,1541,
9053,D,,,1541,
9054,D,,,1541,
9055,C,,,1541,
9056,C,,,1541,
9057,C,,,1541,
9058,C,,,1541,
9059,C,,,1541,
9060,C,,,1541,
9061,C,,,1541,
9062,C,,,1541,
9063,C,,,1541,
9064,C,,,1541,
9065,C,,,1541,
9066,C,,,1541,
9067,C,,,1541,
9068,C,,,1541,
9069,C,,,1541,
9070,C,,,1541,
9071,C,,,1541,
9072,C,,,1541,
9073,C,,,1541,
9074,C,,,1541,
9075,C,,,1541,
9076,S,,,1541,
9077,S,,,1541,
9078,S,,,1541,
9079,O,,,1541,
9080,O,,,1541,
9081,O,,,1541,
9082,O,,,1541,
9083,O,,,1541,
9084,D,,,1541,
9085,D,,,1541,
9086,D,,,1541,
9087,P,,,1541,
9088,P,,,1541,
9089,P,,,1541,
9090,P,,,1541,
9091,P,,,1541,
9092,P,,,1541,
9093,P,,,1541,
9094,A,,,1541,
9095,A,,,1541,
9096,A,,,1541,
9097,A,,,1541,
9098,A,,,1541,
9099,A,,,1541,
9100,A,,,1541,
9101,A,,,1541,
9102,P,,,1541,
9103,P,,,1541,
9104,P,,,1541,
9105,P,,,1541,
9106,A,,,1541,
9107,A,,,1541,
9108,O,,,1541,
9109,O,,,1541,
9110,O,,,1541,
9111,O,,,1541,
9112,O,,,1541,
9113,O,,,1541,
9114,O,,,1541,
9115,O,,,1541,
9116,O,,,1541,
9117,O,,,1541,
9118,O,,,1541,
9119,O,,,1541,
9120,O,,,1541,
9121,C,,,1541,
9122,C,,,1541,
9123,C,,,1541,
9124,C,,,1541,
9125,C,,,1541,
9126,C,,,1541,
9127,O,,,1541,
9128,O,,,1541,
9129,O,,,1541,
9130,C,,,1541,
9131,C,,,1541,
9132,C,,,1541,
9133,C,,,1541,
9134,C,,,1541,
9135,C,,,1541,
9136,C,,,1541,
9137,C,,,1541,
9138,C,,,1541,
9139,C,,,1541,
9140,C,,,1541,
9141,B,,,1541,
9142,B,,,1541,
9143,C,,,1541,
9144,C,,,1541,
9145,C,,,1541,
9146,C,,,1541,
9147,C,,,1541,
9148,C,,,1541,
9149,C,,,1541,
9150,C,,,1541,
9151,C,,,1541,
9152,C,,,1541,
9153,S,,,1541,
9154,S,,,1541,
9155,S,,,1541,
9156,S,,,1541,
9157,S,,,1541,
9158,S,,,1541,
9159,S,,,1541,
9160,S,,,1541,
9161,S,,,1541,
9162,S,,,1541,
9163,S,,,1541,
9164,S,,,1541,
9165,S,,,1541,
9166,S,,,1541,
9167,S,,,1541,
9168,S,,,1541,
9169,S,,,1541,
9170,P,,,1541,
9171,P,,,1541,
9172,P,,,1541,
9173,P,,,1541,
9174,P,,,1541,
9175,P,,,1541,
9176,H,,,1541,
9177,H,,,1541,
9178,H,,,1541,
9179,H,,,1541,
9180,H,,,1541,
9181,H,,,1541,
9182,H,,,1541,
9183,H,,,1541,
9184,H,,,1541,
9185,H,,,1541,
9186,H,,,1541,
9187,H,,,1541,
9188,H,,,1541,
9189,H,,,1541,
9190,H,,,1541,
9191,H,,,1541,
9192,H,,,1541,
9193,H,,,1541,
9194,H,,,1541,
9195,H,,,1541,
9196,H,,,1541,
9197,S,,,1541,
9198,S,,,1541,
9199,S,,,1541,
9200,S,,,1541,
9201,S,,,1541,
9202,S,,,1541,
9203,S,,,1541,
9204,S,,,1541,
9205,S,,,1541,
9206,S,,,1541,
9207,S,,,1541,
9208,S,,,1541,
9209,S,,,1541,
9210,S,,,1541,
9211,S,,,1541,
9212,S,,,1541,
9213,S,,,1541,
9214,S,,,1541,
9215,S,,,1541,
9216,S,,,1541,
9217,S,,,1541,
9218,S,,,1541,
9219,S,,,1541,
9220,S,,,1541,
9221,S,,,1541,
9222,S,,,1541,
9223,S,,,1541,
9224,S,,,1541,
9225,S,,,1541,
9226,S,,,1541,
9227,S,,,1541,
9228,S,,,1541,
9229,S,,,1541,
9230,S,,,1541,
9231,S,,,1541,
9232,S,,,1541,
9233,S,,,1541,
9234,S,,,1541,
9235,S,,,1541,
9236,S,,,1541,
9237,S,,,1541,
9238,S,,,1541,
9239,S,,,1541,
9240,S,,,1541,
9241,S,,,1541,
9242,S,,,1541,
9243,S,,,1541,
9244,S,,,1541,
9245,S,,,1541,
9246,S,,,1541,
9247,S,,,1541,
9248,S,,,1541,
9249,S,,,1541,
9250,S,,,1541,
9251,S,,,1541,
9252,S,,,1541,
9253,S,,,1541,
9254,S,,,1541,
9255,S,,,1541,
9256,S,,,1541,
9257,S,,,1541,
9258,S,,,1541,
9259,S,,,1541,
9260,S,,,1541,
9261,S,,,1541,
9262,S,,,1541,
9263,S,,,1541,
9264,S,,,1541,
9265,S,,,1541,
9266,S,,,1541,
9267,S,,,1541,
9268,S,,,1541,
9269,S,,,1541,
9270,S,,,1541,
9271,S,,,1541,
9272,S,,,1541,
9273,S,,,1541,
9274,S,,,1541,
9275,S,,,1541,
9276,S,,,1541,
9277,S,,,1541,
9278,S,,,1541,
9279,S,,,1541,
9280,S,,,1541,
9281,S,,,1541,
9282,S,,,1541,
9283,S,,,1541,
9284,S,,,1541,
9285,S,,,1541,
9286,S,,,1541,
9287,S,,,1541,
9288,S,,,1541,
9289,S,,,1541,
9290,S,,,1541,
9291,S,,,1541,
9292,S,,,1541,
9293,S,,,1541,
9294,S,,,1541,
9295,S,,,1541,
9296,S,,,1541,
9297,S,,,1541,
9298,S,,,1541,
9299,S,,,1541,
9300,S,,,1541,
9301,S,,,1541,
9302,S,,,1541,
9303,S,,,1541,
9304,S,,,1541,
9305,S,,,1541,
9306,S,,,1541,
9307,S,,,1541,
9308,S,,,1541,
9309,S,,,1541,
9310,S,,,1541,
9311,S,,,1541,
9312,S,,,1541,
9313,S,,,1541,
9314,P,,,1541,
9315,P,,,1541,
9316,P,,,1541,
9317,P,,,1541,
9318,P,,,1541,
9319,P,,,1541,
9320,P,,,1541,
9321,P,,,1541,
9322,S,,,1541,
9323,S,,,1541,
9324,S,,,1541,
9325,S,,,1541,
9326,S,,,1541,
9327,S,,,1541,
9328,S,,,1541,
9329,S,,,1541,
9330,S,,,1541,
9331,S,,,1541,
9332,S,,,1541,
9333,S,,,1541,
9334,S,,,1541,
9335,S,,,1541,
9336,S,,,1541,
9337,S,,,1541,
9338,S,,,1541,
9339,S,,,1541,
9340,S,,,1541,
9341,S,,,1541,
9342,S,,,1541,
9343,S,,,1541,
9344,S,,,1541,
9345,S,,,1541,
9346,S,,,1541,
9347,S,,,1541,
9348,S,,,1541,
9349,S,,,1541,
9350,S,,,1541,
9351,S,,,1541,
9352,S,,,1541,
9353,S,,,1541,
9354,S,,,1541,
9355,S,,,1541,
9356,S,,,1541,
9357,S,,,1541,
9358,S,,,1541,
9359,S,,,1541,
9360,S,,,1541,
9361,S,,,1541,
9362,S,,,1541,
9363,S,,,1541,
9364,S,,,1541,
9365,S,,,1541,
9366,S,,,1541,
9367,P,,,1541,
9368,P,,,1541,
9369,P,,,1541,
9370,P,,,1541,
9371,P,,,1541,
9372,P,,,1541,
9373,P,,,1541,
9374,P,,,1541,
9375,P,,,1541,
9376,P,,,1541,
9377,P,,,1541,
9378,P,,,1541,
9379,P,,,1541,
9380,P,,,1541,
9381,P,,,1541,
9382,P,,,1541,
9383,P,,,1541,
9384,P,,,1541,
9385,P,,,1541,
9386,P,,,1541,
9387,S,,,1541,
9388,S,,,1541,
9389,S,,,1541,
9390,S,,,1541,
9391,S,,,1541,
9392,S,,,1541,
9393,S,,,1541,
9394,P,,,1541,
9395,P,,,1541,
9396,P,,,1541,
9397,P,,,1541,
9398,P,,,1541,
9399,P,,,1541,
9400,S,,,1541,
9401,S,,,1541,
9402,S,,,1541,
9403,S,,,1541,
9404,S,,,1541,
9405,S,,,1541,
9406,S,,,1541,
9407,S,,,1541,
9408,S,,,1541,
9409,S,,,1541,
9410,S,,,1541,
9411,S,,,1541,
9412,S,,,1541,
9413,S,,,1541,
9414,S,,,1541,
9415,S,,,1541,
9416,S,,,1541,
9417,S,,,1541,
9418,S,,,1541,
9419,S,,,1541,
9420,S,,,1541,
9421,S,,,1541,
9422,S,,,1541,
9423,S,,,1541,
9424,S,,,1541,
9425,S,,,1541,
9426,S,,,1541,
9427,S,,,1541,
9428,S,,,1541,
9429,S,,,1541,
9430,S,,,1541,
9431,S,,,1541,
9432,S,,,1541,
9433,S,,,1541,
9434,S,,,1541,
9435,S,,,1541,
9436,S,,,1541,
9437,S,,,1541,
9438,S,,,1541,
9439,S,,,1541,
9440,S,,,1541,
9441,S,,,1541,
9442,S,,,1541,
9443,S,,,1541,
9444,S,,,1541,
9445,S,,,1541,
9446,S,,,1541,
9447,S,,,1541,
9448,S,,,1541,
9449,S,,,1541,
9450,S,,,1541,
9451,S,,,1541,
9452,S,,,1541,
9453,S,,,1541,
9454,S,,,1541,
9455,S,,,1541,
9456,S,,,1541,
9457,S,,,1541,
9458,S,,,1541,
9459,S,,,1541,
9460,S,,,1541,
9461,S,,,1541,
9462,S,,,1541,
9463,S,,,1541,
9464,S,,,1541,
9465,S,,,1541,
9466,S,,,1541,
9467,S,,,1541,
9468,S,,,1541,
9469,S,,,1541,
9470,S,,,1541,
9471,S,,,1541,
9472,S,,,1541,
9473,S,,,1541,
9474,S,,,1541,
9475,S,,,1541,
9476,S,,,1541,
9477,S,,,1541,
9478,S,,,1541,
9479,S,,,1541,
9480,S,,,1541,
9481,S,,,1541,
9482,S,,,1541,
9483,S,,,1541,
9484,S,,,1541,
9485,S,,,1541,
9486,S,,,1541,
9487,S,,,1541,
9488,S,,,1541,
9489,S,,,1541,
9490,S,,,1541,
9491,S,,,1541,
9492,S,,,1541,
9493,S,,,1541,
9494,S,,,1541,
9495,S,,,1541,
9496,S,,,1541,
9497,S,,,1541,
9498,S,,,1541,
9499,S,,,1541,
9500,S,,,1541,
9501,S,,,1541,
9502,S,,,1541,
9503,S,,,1541,
9504,S,,,1541,
9505,S,,,1541,
9506,S,,,1541,
9507,S,,,1541,
9508,S,,,1541,
9509,S,,,1541,
9510,S,,,1541,
9511,S,,,1541,
9512,S,,,1541,
9513,S,,,1541,
9514,S,,,1541,
9515,S,,,1541,
9516,S,,,1541,
9517,S,,,1541,
9518,S,,,1541,
9519,S,,,1541,
9520,S,,,1541,
9521,S,,,1541,
9522,S,,,1541,
9523,S,,,1541,
9524,S,,,1541,
9525,S,,,1541,
9526,S,,,1541,
9527,S,,,1541,
9528,S,,,1541,
9529,S,,,1541,
9530,S,,,1541,
9531,S,,,1541,
9532,S,,,1541,
9533,S,,,1541,
9534,S,,,1541,
9535,S,,,1541,
9536,S,,,1541,
9537,S,,,1541,
9538,S,,,1541,
9539,S,,,1541,
9540,S,,,1541,
9541,S,,,1541,
9542,S,,,1541,
9543,S,,,1541,
9544,S,,,1541,
9545,S,,,1541,
9546,S,,,1541,
9547,S,,,1541,
9548,S,,,1541,
9549,S,,,1541,
9550,S,,,1541,
9551,S,,,1541,
9552,S,,,1541,
9553,S,,,1541,
9554,S,,,1541,
9555,S,,,1541,
9556,S,,,1541,
9557,S,,,1541,
9558,S,,,1541,
9559,S,,,1541,
9560,S,,,1541,
9561,S,,,1541,
9562,S,,,1541,
9563,S,,,1541,
9564,S,,,1541,
9565,S,,,1541,
9566,S,,,1541,
9567,S,,,1541,
9568,S,,,1541,
9569,S,,,1541,
9570,S,,,1541,
9571,S,,,1541,
9572,S,,,1541,
9573,S,,,1541,
9574,S,,,1541,
9575,S,,,1541,
9576,S,,,1541,
9577,S,,,1541,
9578,S,,,1541,
9579,S,,,1541,
9580,S,,,1541,
9581,S,,,1541,
9582,S,,,1541,
9583,S,,,1541,
9584,S,,,1541,
9585,S,,,1541,
9586,S,,,1541,
9587,S,,,1541,
9588,S,,,1541,
9589,S,,,1541,
9590,S,,,1541,
9591,S,,,1541,
9592,S,,,1541,
9593,S,,,1541,
9594,S,,,1541,
9595,S,,,1541,
9596,S,,,1541,
9597,S,,,1541,
9598,S,,,1541,
9599,S,,,1541,
9600,S,,,1541,
9601,S,,,1541,
9602,S,,,1541,
9603,S,,,1541,
9604,S,,,1541,
9605,S,,,1541,
9606,S,,,1541,
9607,S,,,1541,
9608,S,,,1541,
9609,S,,,1541,
9610,S,,,1541,
9611,S,,,1541,
9612,S,,,1541,
9613,S,,,1541,
9614,S,,,1541,
9615,S,,,1541,
9616,S,,,1541,
9617,S,,,1541,
9618,S,,,1541,
9619,S,,,1541,
9620,S,,,1541,
9621,S,,,1541,
9622,S,,,1541,
9623,S,,,1541,
9624,S,,,1541,
9625,S,,,1541,
9626,S,,,1541,
9627,S,,,1541,
9628,S,,,1541,
9629,S,,,1541,
9630,S,,,1541,
9631,S,,,1541,
9632,S,,,1541,
9633,S,,,1541,
9634,S,,,1541,
9635,S,,,1541,
9636,S,,,1541,
9637,S,,,1541,
9638,S,,,1541,
9639,S,,,1541,
9640,S,,,1541,
9641,S,,,1541,
9642,S,,,1541,
9643,S,,,1541,
9644,S,,,1541,
9645,S,,,1541,
9646,S,,,1541,
9647,S,,,1541,
9648,S,,,1541,
9649,S,,,1541,
9650,S,,,1541,
9651,S,,,1541,
9652,S,,,1541,
9653,S,,,1541,
9654,S,,,1541,
9655,S,,,1541,
9656,S,,,1541,
9657,S,,,1541,
9658,S,,,1541,
9659,S,,,1541,
9660,S,,,1541,
9661,S,,,1541,
9662,S,,,1541,
9663,S,,,1541,
9664,S,,,1541,
9665,S,,,1541,
9666,S,,,1541,
9667,S,,,1541,
9668,S,,,1541,
9669,S,,,1541,
9670,S,,,1541,
9671,S,,,1541,
9672,S,,,1541,
9673,S,,,1541,
9674,S,,,1541,
9675,S,,,1541,
9676,S,,,1541,
9677,S,,,1541,
9678,S,,,1541,
9679,S,,,1541,
9680,S,,,1541,
9681,S,,,1541,
9682,S,,,1541,
9683,S,,,1541,
9684,S,,,1541,
9685,S,,,1541,
9686,S,,,1541,
9687,S,,,1541,
9688,S,,,1541,
9689,S,,,1541,
9690,S,,,1541,
9691,S,,,1541,
9692,S,,,1541,
9693,S,,,1541,
9694,P,,,1541,
9695,S,,,1541,
9696,P,,,1541,
9697,S,,,1541,
9698,P,,,1541,
9699,S,,,1541,
9700,P,,,1541,
9701,S,,,1541,
9702,P,,,1541,
9703,S,,,1541,
9704,S,,,1541,
9705,P,,,1541,
9706,S,,,1541,
9707,P,,,1541,
9708,S,,,1541,
9709,P,,,1541,
9710,S,,,1541,
9711,P,,,1541,
9712,S,,,1541,
9713,P,,,1541,
9714,S,,,1541,
9715,P,,,1541,
9716,S,,,1541,
9717,P,,,1541,
9718,S,,,1541,
9719,P,,,1541,
9720,S,,,1541,
9721,P,,,1541,
9722,S,,,1541,
9723,S,,,1541,
9724,S,,,1541,
9725,S,,,1541,
9726,S,,,1541,
9727,S,,,1541,
9728,S,,,1541,
9729,S,,,1541,
9730,S,,,1541,
9731,S,,,1541,
9732,S,,,1541,
9733,S,,,1541,
9734,S,,,1541,
9735,S,,,1541,
9736,S,,,1541,
9737,S,,,1541,
9738,S,,,1541,
9739,S,,,1541,
9740,S,,,1541,
9741,S,,,1541,
9742,S,,,1541,
9743,S,,,1541,
9744,S,,,1541,
9745,S,,,1541,
9746,S,,,1541,
9747,S,,,1541,
9748,S,,,1541,
9749,S,,,1541,
9750,S,,,1541,
9751,S,,,1541,
9752,S,,,1541,
9753,S,,,1541,
